Date,SPCE_QUANTITY_FAILS,close,open,low,high,volume
2020-08-05,393661,20.19,20.8,19.55,20.97,17671914
2020-08-06,557984,19.64,20.2,19.37,21.0,22158743
2020-08-07,327554,18.87,19.58,18.51,19.9,19810714
2020-08-10,1096051,19.53,18.93,18.69,20.28,12581344
2020-08-11,14048,18.49,19.59,18.49,19.73,10666810
2020-08-17,29624,18.39,19.57,17.59,19.57,15636984
2020-08-18,48141,18.33,18.34,18.12,18.59,10023595
2020-08-19,21393,18.18,18.26,17.5,18.66,7978336
2020-08-21,1978,16.89,17.96,16.89,17.96,9143488
2020-08-25,42400,17.53,17.9,17.53,17.99,6600983
2020-08-26,128140,17.58,18.19,17.58,19.3,13754467
2020-08-27,6547,17.62,17.77,17.35,17.77,9216653
2020-08-28,562,17.67,17.38,17.38,17.67,5071351
2020-09-01,1000,17.92,18.5,17.73,18.5,9209378
2020-09-02,100391,17.4,17.9,16.68,18.4,13774859
2020-09-03,72071,17.04,16.78,16.55,17.89,12564718
2020-09-04,381696,16.2,16.95,15.0098,17.57,15182236
2020-09-09,162898,18.51,18.32,17.64,18.909,20329893
2020-09-10,97605,17.95,18.41,17.95,18.5421,13318409
2020-09-11,36692,16.69,18.11,16.4,18.4,13138293
2020-09-14,6764,17.65,17.4,17.3448,17.781,7643923
2020-09-15,697278,17.9,17.55,17.21,18.67,8971840
2020-09-16,92269,17.94,17.87,17.32,18.16,6824990
2020-09-17,184167,17.41,18.0,17.22,18.13,7456205
2020-09-18,36189,17.33,17.68,17.33,18.17,8677919
2020-09-21,55563,17.14,17.31,16.156,17.31,10852899
2020-09-22,608958,16.8,16.64,16.4,16.8,7233462
2020-09-23,367580,16.44,16.63,15.63,17.1,10239409
2020-09-24,70670,16.08,15.7,15.5,17.08,11896630
2020-09-25,714038,16.46,15.98,15.9,16.97,5432723
2020-09-28,116744,20.78,18.65,18.65,20.97,56831589
2020-09-29,159382,20.78,20.75,19.66,21.43,33391096
2020-09-30,22554,19.32,20.28,19.27,21.45,20475310
2020-10-01,108030,20.6,20.07,19.41,20.6,14250184
2020-10-02,72452,20.95,19.35,19.35,21.56,19909090
2020-10-05,154525,22.04,22.19,21.34,22.61,13374222
2020-10-06,122988,21.83,21.54,20.9,23.02,24158762
2020-10-07,236469,22.14,22.5,22.14,23.0679,13447633
2020-10-08,20076,23.1,22.79,21.75,23.1,10223727
2020-10-09,147509,22.4,22.34,21.77,22.4,10251210
2020-10-13,54546,22.72,21.4,20.11,22.72,13556956
2020-10-14,12580,21.7,21.9,21.39,22.66,8610834
2020-10-15,358166,22.66,21.2,21.01,22.75,7926876
2020-10-16,9921,23.1,23.0,22.0,24.1,24510910
2020-10-19,10407,22.83,23.0,22.83,23.93,17579387
2020-10-20,116057,23.22,23.27,22.694,25.14,26064087
2020-10-21,181054,21.12,24.25,20.49,24.25,21251137
2020-10-22,97618,21.74,21.29,21.29,22.2,8948568
2020-10-23,1082249,19.94,21.8,19.34,21.8,16508230
2020-10-26,10223,18.9,19.0,18.38,19.82,13203356
2020-10-27,34644,18.48,18.54,18.3,19.33,6335721
2020-10-28,32712,17.54,18.68,17.54,18.98,9105849
2020-10-29,93889,18.8,18.49,17.82,18.8,8787949
2020-10-30,567043,18.0,18.62,17.83,18.62,8271661
2020-11-02,638816,17.79,18.25,17.27,18.88,9884154
2020-11-03,284957,19.32,18.54,18.1326,19.49,8735783
2020-11-04,217116,18.35,19.11,18.35,19.11,8074247
2020-11-05,29916,19.6,18.9,18.65,19.6,12403091
2020-11-06,933685,19.21,20.0,18.63,20.8,13978368
2020-11-09,1461470,21.46,20.0,19.43,21.46,15175401
2020-11-10,1544032,20.95,21.24,19.25,21.32,9945744
2020-11-12,927490,21.73,21.49,21.49,23.15,9649534
2020-11-13,545689,23.23,23.04,21.42,23.46,7366852
2020-11-16,642428,21.09,21.3,20.21,21.44,23268338
2020-11-17,766415,22.16,21.69,20.82,22.16,9284103
2020-11-18,191872,23.02,22.3,22.11,24.81,18794429
2020-11-19,354337,25.23,23.16,23.16,25.23,14747118
2020-11-20,170617,23.68,24.65,23.68,25.8,11285207
2020-11-23,243093,25.68,24.13,23.9,25.68,13613531
2020-11-24,589821,25.37,26.13,24.37,26.13,9345798
2020-11-25,61792,27.2,25.31,24.78,28.4,18540906
2020-11-27,204593,27.47,29.64,27.29,29.64,11292640
2020-11-30,10533,26.95,28.0,25.36,29.34,13291690
2020-12-01,148541,29.69,29.0,27.4,30.82,19595970
2020-12-02,172027,28.56,28.0,26.88,29.11,16487916
2020-12-03,11861,28.12,28.57,28.12,29.3651,9410967
2020-12-04,74784,29.34,28.3,28.23,30.0,9027985
2020-12-07,63034,34.3,30.82,29.76,35.52,28517760
2020-12-08,107645,34.45,34.01,31.83,34.45,22424672
2020-12-09,47675,33.53,35.0,31.27,37.36,26025205
2020-12-10,131873,32.25,30.56,29.9,34.1,15042909
2020-12-11,128980,33.49,32.12,32.12,35.6,18872444
2020-12-14,13,27.0,27.89,27.0,30.15,47215092
2020-12-15,102887,25.47,27.08,25.21,28.02,32197172
2020-12-16,23,26.7,26.15,25.29,26.8707,23714719
2020-12-17,76594,26.2,26.68,25.3,26.95,18904832
2020-12-18,309133,24.02,25.0,23.79,25.89,31603814
2020-12-21,7937,25.7,24.41,24.41,26.112,16430260
2020-12-22,1098206,26.66,25.86,24.46,26.66,17240779
2020-12-23,100282,27.57,25.6,25.6,28.05,18859832
2020-12-24,62137,26.44,27.8,26.24,28.22,9166167
2020-12-28,198389,24.69,26.23,23.98,26.75,16234508
2020-12-29,46527,23.8,25.04,23.8,25.04,9369303
2020-12-30,24792,24.18,24.51,23.96,25.31,6428493
2020-12-31,199626,23.83,25.07,23.6226,25.3,6006324
2021-01-04,166794,24.23,24.59,23.55,24.59,8034773
2021-01-05,5358,24.71,23.9,23.9,24.71,7729570
2021-01-06,2066,25.14,24.34,24.34,25.47,8081888
2021-01-07,263948,25.56,25.85,24.7,26.63,13455232
2021-01-08,61496,26.26,26.16,25.7,26.67,8710541
2021-01-11,219917,25.19,25.04,24.92,26.1,6626773
2021-01-12,55584,27.69,26.04,26.04,27.75,12492435
2021-01-13,25253,28.33,27.57,26.52,29.08,15045910
2021-01-14,566065,33.05,32.38,30.7291,34.96,58708978
2021-01-15,50950,31.67,33.32,30.21,33.87,19955298
2021-01-19,78913,32.56,33.1,30.8,33.43,20934176
2021-01-20,132119,32.75,32.48,31.14,33.1,13202413
2021-01-21,82630,34.88,32.8,32.7,34.88,14019665
2021-01-22,84844,34.85,33.61,32.5,34.85,13392381
2021-01-25,81557,37.0,36.18,33.6446,40.62,32746659
2021-01-26,54230,42.54,38.91,37.84,45.61,55809898
2021-01-27,14242,46.42,44.95,41.64,60.31,80238813
2021-01-28,23076,43.92,48.56,39.82,53.0,41857115
2021-01-29,22397,44.48,46.5,44.4,50.3,28703244
2021-02-01,75,54.71,49.01,47.35,57.4413,59109564
2021-02-02,11290,49.14,59.26,49.14,61.3,41097352
2021-02-03,22946,59.59,51.31,51.31,59.59,41384790
2021-02-04,10,56.86,58.0,53.22,65.1,34062939
2021-02-05,51094,54.77,57.71,53.7506,57.71,13705668
2021-02-08,26873,58.43,58.5,56.73,58.93,14625029
2021-02-09,3700,59.02,57.22,55.65,59.02,9399502
2021-02-10,5664,54.98,56.5866,51.63,57.58,14573146
2021-02-11,2386,61.77,53.27,52.6924,61.77,30884100
2021-02-16,335,50.81,54.77,50.81,54.77,15337101
2021-02-17,1536,51.02,50.79,47.18,51.02,13579780
2021-02-19,94282,51.73,50.65,50.65,53.3581,9160930
2021-02-23,8661,46.29,44.13,39.24,46.56,14175945
2021-02-24,9737,46.58,46.41,43.398,47.32,6727486
2021-02-26,10758,38.7,35.82,35.82,39.98,20927615
2021-03-02,339944,34.4,39.28,33.84,39.28,15236651
2021-03-09,8224,31.1,29.22,28.82,31.4625,15272884
2021-03-11,5254,34.04,32.8,31.84,34.6,16563094
2021-03-12,371,35.94,33.26,32.12,35.94,10664214
2021-03-17,2223,34.37,32.17,32.17,34.37,13251007
2021-03-18,48412,32.73,33.89,31.83,34.3,9249402
2021-03-19,4521,34.62,32.32,32.3,34.65,7567026
2021-03-22,272997,32.31,34.52,32.31,34.73,7526997
2021-03-23,9269,32.4,32.9,30.83,32.9,11696266
2021-03-24,24731,29.0,32.19,29.0,32.5,9516475
2021-03-25,91849,30.77,28.0,28.0,30.77,8939426
2021-03-29,1629,30.44,31.39,29.77,32.36,11745130
2021-03-30,8055,30.17,29.2,28.4,31.71,8837711
2021-03-31,236365,31.76,31.31,30.249,32.045,8754010
2021-04-05,35,30.1,31.98,29.3,31.98,10630139
2021-04-06,8072,31.0,30.2,29.92,31.0,7257451
2021-04-08,70137,30.3,29.53,28.9,30.3,6842991
2021-04-09,8953,29.65,28.9,28.9,29.6963,3793951
2021-04-12,3610,27.62,29.3,26.51,29.9,15824831
2021-04-13,2064,27.43,27.49,27.43,28.19,11357914
2021-04-14,329155,27.36,27.35,27.2,27.97,9225070
2021-04-15,2242,23.49,25.97,22.63,25.97,34373768
2021-04-16,1759,24.19,23.91,23.63,24.3,13027963
2021-04-19,200,23.14,24.59,22.04,24.7,19988805
2021-04-20,785413,21.65,21.31,20.4493,21.65,19994035
2021-04-21,165306,22.56,21.39,20.41,22.9051,11779638
2021-04-22,577280,22.05,23.1,22.05,23.7,8894887
2021-04-23,53463,22.55,22.16,21.88,23.48,5586984
2021-04-26,10967,23.83,22.9,22.6,24.07,8534168
2021-04-28,49926,23.58,23.54,23.54,23.8571,6357117
2021-04-29,1657,22.83,23.61,22.42,23.86,10914820
2021-04-30,977,23.14,22.16,22.16,23.14,6388699
2021-05-03,94089,20.68,22.29,20.68,22.29,14192933
2021-05-05,52708,20.22,21.11,20.19,21.26,5770337
2021-05-06,8819,19.75,20.0,18.81,21.0,15082103
2021-05-10,162144,18.42,19.79,18.22,20.15,17828192
2021-05-11,71174,18.67,14.61,14.61,18.9,36574234
2021-05-12,51706,16.76,18.1,16.074,18.16,19020692
2021-05-13,7882,15.8,16.86,15.56,16.95,14224710
2021-05-14,5609,16.18,16.1,16.1,16.59,11478127
2021-05-17,1789,16.73,16.85,16.33,17.2,12296822
2021-05-18,16517,17.97,16.9,16.63,17.97,13099386
2021-05-20,215638,20.53,21.62,19.0,22.0936,93191279
2021-05-21,199586,21.59,20.75,20.21,22.81,51074837
2021-05-24,963559,27.37,25.59,24.26,28.0277,135682907
2021-05-25,397111,26.48,25.37,25.37,27.21,43290272
2021-05-26,1897509,27.0,25.93,25.93,28.2,40270792
2021-05-27,624196,32.49,28.4,27.2,32.49,49594499
2021-05-28,1949376,31.47,32.72,31.47,36.18,54175157
2021-06-01,2473615,29.83,30.61,28.12,31.48,33854475
2021-06-02,803563,31.51,29.27,29.27,32.87,30662461
2021-06-03,28077,31.87,32.54,31.6,34.1,31556041
2021-06-04,139603,31.79,31.7,30.95,33.29,18283394
2021-06-07,166200,35.36,32.18,31.6,36.31,29779419
2021-06-08,33893,38.42,36.3,36.3,39.87,35004968
2021-06-09,20807,36.64,39.0,35.0,39.16,22784660
2021-06-10,300,35.82,36.13,35.82,39.09,23638490
2021-06-11,24392,35.8,36.74,35.24,37.44,14073288
2021-06-14,29259,37.22,36.54,35.0,39.0195,17246144
2021-06-15,9744,36.49,37.24,35.58,37.6362,12401410
2021-06-16,28712,36.03,35.0,35.0,36.966,12836535
2021-06-17,225535,39.14,35.63,35.63,39.17,16809804
2021-06-18,23538,37.7,39.07,36.96,39.07,10820745
2021-06-21,12222,36.41,36.68,36.33,37.4,10827351
2021-06-22,60278,39.96,36.21,35.83,40.2,28314357
2021-06-23,4605,41.89,40.71,39.851,43.29,21378731
2021-06-25,90,57.75,48.73,46.17,57.8089,265218918
2021-06-29,46255,49.21,53.5,47.32,55.8,75394053
2021-07-02,1210,46.48,53.56,44.06,57.0,141837129
2021-07-06,38091,46.86,45.98,44.637,49.43,70563656
2021-07-07,47209,46.19,48.27,43.86,48.57,33825587
2021-07-08,30131,55.0,44.0,44.0,55.0,88330446
2021-07-12,23272,41.91,51.36,40.46,52.87,143241495
2021-07-15,6258,33.11,34.3,32.3,35.4247,64878783
2021-07-16,4866,31.3,33.45,30.97,34.9,49863552
2021-07-19,6783,33.0,29.62,28.89,34.51,70707756
2021-07-20,88140,32.39,32.29,29.76,33.34,45585287
2021-07-21,83841,34.16,31.68,31.68,35.4,30061210
2021-07-22,43021,31.09,33.66,31.09,34.86,22770233
2021-07-23,77239,29.94,31.6,29.94,32.5,20456013
2021-07-26,130938,31.25,29.97,29.97,32.38,15469959
2021-07-27,9796,31.26,30.71,29.7,31.57,13433217
2021-07-29,1585,31.3,31.42,30.93,32.23,10254261
2021-07-30,4534,31.42,31.97,30.64,32.06,9623137
2021-08-02,3678,32.89,30.89,29.91,33.2,16013446
2021-08-03,7041,32.5,32.61,29.88,32.61,11966437
2021-08-09,15900,36.25,34.0,33.0,37.0,18416901
2021-08-10,542,32.2,35.56,31.0,35.56,28253208
2021-08-12,25623,26.24,27.85,25.66,28.311,24134905
2021-08-13,39381,25.61,25.8,25.61,27.268,22285206
2021-08-24,149,27.1,25.66,25.43,27.69,13099662
2021-08-26,16000,26.59,26.5,25.6,27.238,10321430
2021-08-30,145293,25.36,26.34,25.36,26.62,13233730
2021-08-31,2307,27.94,26.29,26.29,28.18,29577657
2021-09-01,9667,28.12,27.98,27.85,28.12,12066395
2021-09-02,132683,26.53,27.38,25.82,30.05,39940562
2021-09-03,31739,24.78,25.95,24.78,25.95,32058268
2021-09-07,28720,25.12,25.17,24.24,26.1945,14309016
2021-09-08,50611,26.11,25.01,24.85,26.762,16817289
2021-09-09,14574,25.7,25.87,25.08,25.87,10803738
2021-09-10,19076,25.53,26.69,25.49,27.26,10079041
2021-09-13,15168,24.81,25.45,24.71,25.45,12713736
2021-09-14,2955,25.0,24.28,24.28,25.621,11375495
